AccountKey,AccountID,CustomerKey,ProductKey,AccountCategory,OpenDate,Status,OpeningBalance,HomeBranchKey
3318,ACCT00003318,1201,8,Lending,2022-07-26,Active,9679.75,3
3319,ACCT00003319,1202,2,Deposit,2021-10-04,Active,2486.54,34
3320,ACCT00003320,1202,1,Deposit,2021-02-22,Closed,1082.2,34
3321,ACCT00003321,1203,1,Deposit,2024-02-03,Active,4258.96,24
3322,ACCT00003322,1203,1,Deposit,2024-10-10,Active,11250.74,24
3323,ACCT00003323,1204,1,Deposit,2024-06-22,Active,12544.16,1
3324,ACCT00003324,1204,7,Lending,2024-05-15,Active,31566.56,1
3325,ACCT00003325,1205,3,Deposit,2022-01-16,Active,2468.08,4
3326,ACCT00003326,1205,2,Deposit,2022-01-01,Active,10860.99,4
3327,ACCT00003327,1205,11,Lending,2022-02-02,Active,6517.72,4
3328,ACCT00003328,1206,3,Deposit,2023-06-24,Active,1780.62,24
3329,ACCT00003329,1206,3,Deposit,2023-03-06,Active,24163.91,24
3330,ACCT00003330,1206,5,Deposit,2023-09-08,Active,9946.22,24
3331,ACCT00003331,1206,4,Deposit,2023-05-12,Active,2533.06,24
3332,ACCT00003332,1207,4,Deposit,2024-06-20,Active,6750.55,3
3333,ACCT00003333,1207,1,Deposit,2024-11-27,Active,9637.66,3
3334,ACCT00003334,1208,1,Deposit,2019-05-12,Active,3653.29,34
3335,ACCT00003335,1208,5,Deposit,2019-11-16,Active,11194.51,34
3336,ACCT00003336,1208,11,Lending,2019-02-21,Active,21730.1,34
3337,ACCT00003337,1209,3,Deposit,2016-01-25,Active,1314.07,35
3338,ACCT00003338,1209,4,Deposit,2016-11-04,Active,9887.31,35
3339,ACCT00003339,1210,4,Deposit,2018-07-22,Active,3580.81,16
3340,ACCT00003340,1210,1,Deposit,2018-04-22,Active,2388.08,16
3341,ACCT00003341,1211,2,Deposit,2017-07-04,Active,7188.95,36
3342,ACCT00003342,1211,4,Deposit,2017-02-16,Active,5856.36,36
3343,ACCT00003343,1212,5,Deposit,2016-03-12,Dormant,4725.9,37
3344,ACCT00003344,1212,2,Deposit,2016-04-15,Active,5523.4,37
3345,ACCT00003345,1213,3,Deposit,2022-05-05,Active,16307.16,28
3346,ACCT00003346,1214,5,Deposit,2017-11-25,Active,166273.5,36
3347,ACCT00003347,1214,2,Deposit,2017-06-10,Active,8364.94,36
3348,ACCT00003348,1214,1,Deposit,2017-07-07,Active,5081.77,36
3349,ACCT00003349,1214,9,Lending,2017-10-03,Active,82414.98,36
3350,ACCT00003350,1215,4,Deposit,2023-09-21,Active,3961.15,11
3351,ACCT00003351,1215,3,Deposit,2023-02-03,Active,1967.83,11
3352,ACCT00003352,1215,3,Deposit,2023-07-16,Active,35362.92,11
3353,ACCT00003353,1215,3,Deposit,2023-10-09,Active,5637.34,11
3354,ACCT00003354,1216,5,Deposit,2024-09-18,Active,9485.24,21
3355,ACCT00003355,1216,1,Deposit,2024-02-15,Active,6275.79,21
3356,ACCT00003356,1217,1,Deposit,2020-01-01,Active,3125.17,28
3357,ACCT00003357,1217,5,Deposit,2020-11-22,Active,5562.1,28
3358,ACCT00003358,1217,11,Lending,2020-01-17,Active,2513.23,28
3359,ACCT00003359,1218,2,Deposit,2024-11-14,Active,79.01,35
3360,ACCT00003360,1218,5,Deposit,2024-07-03,Closed,287.29,35
3361,ACCT00003361,1218,7,Lending,2024-04-04,Active,9036.55,35
3362,ACCT00003362,1219,4,Deposit,2021-07-26,Active,485.2,17
3363,ACCT00003363,1219,1,Deposit,2021-09-09,Active,1978.33,17
3364,ACCT00003364,1220,2,Deposit,2022-09-20,Active,3493.24,1
3365,ACCT00003365,1220,1,Deposit,2022-01-01,Active,2277.24,1
3366,ACCT00003366,1221,5,Deposit,2019-03-16,Active,8240.07,34
3367,ACCT00003367,1221,1,Deposit,2019-10-09,Active,4180.75,34
3368,ACCT00003368,1222,3,Deposit,2019-06-07,Active,95831.41,15
3369,ACCT00003369,1222,4,Deposit,2019-09-17,Active,15297.75,15
3370,ACCT00003370,1223,2,Deposit,2020-10-26,Active,12883.5,18
3371,ACCT00003371,1224,1,Deposit,2023-08-23,Active,5256.98,37
3372,ACCT00003372,1224,1,Deposit,2023-09-23,Active,1385.72,37
3373,ACCT00003373,1225,2,Deposit,2016-02-11,Active,9263.07,23
3374,ACCT00003374,1225,4,Deposit,2016-02-16,Dormant,6606.21,23
3375,ACCT00003375,1225,3,Deposit,2016-05-22,Active,2283.79,23
3376,ACCT00003376,1226,4,Deposit,2017-11-21,Active,877.7,38
3377,ACCT00003377,1226,3,Deposit,2017-05-27,Active,1480.43,38
3378,ACCT00003378,1226,7,Lending,2017-09-24,Active,30013.1,38
3379,ACCT00003379,1227,5,Deposit,2018-10-08,Active,2507.82,6
3380,ACCT00003380,1228,2,Deposit,2021-12-12,Active,1550.1,5
3381,ACCT00003381,1228,11,Lending,2021-06-12,Active,65061.97,5
3382,ACCT00003382,1228,6,Lending,2021-04-18,Active,19830.82,5
3383,ACCT00003383,1229,3,Deposit,2022-01-16,Active,3477.22,37
3384,ACCT00003384,1229,4,Deposit,2022-09-07,Active,857.36,37
3385,ACCT00003385,1230,5,Deposit,2024-07-22,Active,14913.68,3
3386,ACCT00003386,1230,2,Deposit,2024-12-24,Active,1276.4,3
3387,ACCT00003387,1231,3,Deposit,2021-12-14,Active,5221.59,22
3388,ACCT00003388,1232,4,Deposit,2021-11-12,Active,5764.73,15
3389,ACCT00003389,1232,5,Deposit,2021-09-05,Active,3028.11,15
3390,ACCT00003390,1232,2,Deposit,2021-05-10,Active,5413.8,15
3391,ACCT00003391,1233,2,Deposit,2015-08-18,Active,7358.7,25
3392,ACCT00003392,1233,1,Deposit,2015-05-18,Active,8900.41,25
3393,ACCT00003393,1234,3,Deposit,2019-12-15,Active,1823.66,21
3394,ACCT00003394,1234,2,Deposit,2019-09-02,Active,6416.83,21
3395,ACCT00003395,1235,5,Deposit,2024-05-05,Active,7852.66,33
3396,ACCT00003396,1235,5,Deposit,2024-10-22,Active,8937.11,33
3397,ACCT00003397,1236,5,Deposit,2017-03-11,Active,1476.5,26
3398,ACCT00003398,1236,12,Lending,2017-09-05,Active,163325.91,26
3399,ACCT00003399,1237,4,Deposit,2024-07-24,Active,11243.26,6
3400,ACCT00003400,1237,2,Deposit,2024-12-19,Active,999.78,6
3401,ACCT00003401,1237,1,Deposit,2024-12-27,Active,26524.09,6
3402,ACCT00003402,1238,2,Deposit,2021-11-25,Active,30677.21,10
3403,ACCT00003403,1238,3,Deposit,2021-03-05,Active,3022.35,10
3404,ACCT00003404,1238,9,Lending,2021-09-20,Dormant,35367.78,10
3405,ACCT00003405,1239,3,Deposit,2020-06-19,Active,2293.38,37
3406,ACCT00003406,1239,3,Deposit,2020-06-22,Active,1504.21,37
3407,ACCT00003407,1239,12,Lending,2020-05-15,Active,43233.0,37
3408,ACCT00003408,1240,3,Deposit,2023-10-06,Active,965.63,6
3409,ACCT00003409,1240,4,Deposit,2023-06-20,Active,2810.95,6
3410,ACCT00003410,1241,5,Deposit,2023-01-11,Active,3608.88,9
3411,ACCT00003411,1241,5,Deposit,2023-02-26,Active,8898.79,9
3412,ACCT00003412,1242,4,Deposit,2022-10-20,Active,2218.4,32
3413,ACCT00003413,1242,5,Deposit,2022-10-18,Active,48272.74,32
3414,ACCT00003414,1243,5,Deposit,2024-03-11,Active,1154.84,40
3415,ACCT00003415,1244,3,Deposit,2018-03-03,Active,22949.65,18
3416,ACCT00003416,1244,1,Deposit,2018-02-25,Active,6396.87,18
3417,ACCT00003417,1245,4,Deposit,2020-10-09,Active,8309.27,6
3418,ACCT00003418,1245,2,Deposit,2020-09-09,Active,9135.11,6
3419,ACCT00003419,1246,4,Deposit,2021-12-22,Active,42173.07,23
3420,ACCT00003420,1247,3,Deposit,2020-02-02,Active,1088.6,2
3421,ACCT00003421,1247,4,Deposit,2020-05-19,Active,5244.77,2
3422,ACCT00003422,1248,1,Deposit,2017-08-11,Active,2533.63,29
3423,ACCT00003423,1248,1,Deposit,2017-02-24,Active,8029.17,29
3424,ACCT00003424,1249,5,Deposit,2017-03-22,Active,2071.89,15
3425,ACCT00003425,1249,1,Deposit,2017-05-13,Closed,2267.99,15
3426,ACCT00003426,1250,4,Deposit,2020-01-12,Active,1091.82,6
3427,ACCT00003427,1250,5,Deposit,2020-06-12,Active,1345.45,6
3428,ACCT00003428,1250,5,Deposit,2020-01-15,Active,5647.71,6
3429,ACCT00003429,1250,4,Deposit,2020-11-16,Active,9271.5,6
3430,ACCT00003430,1250,7,Lending,2020-05-07,Active,27299.82,6
3431,ACCT00003431,1250,12,Lending,2020-06-13,Active,36039.43,6
3432,ACCT00003432,1251,2,Deposit,2015-11-10,Closed,6320.97,10
3433,ACCT00003433,1251,1,Deposit,2015-03-22,Active,10656.19,10
3434,ACCT00003434,1251,1,Deposit,2015-03-04,Active,4318.52,10
3435,ACCT00003435,1252,2,Deposit,2015-07-15,Active,17601.13,8
3436,ACCT00003436,1252,5,Deposit,2015-08-19,Active,2165.74,8
3437,ACCT00003437,1252,6,Lending,2015-09-07,Active,8335.54,8
3438,ACCT00003438,1253,1,Deposit,2022-09-11,Active,7573.41,22
3439,ACCT00003439,1253,5,Deposit,2022-07-08,Active,2486.38,22
3440,ACCT00003440,1253,5,Deposit,2022-08-09,Active,32965.64,22
3441,ACCT00003441,1253,6,Lending,2022-02-25,Active,21658.49,22
3442,ACCT00003442,1254,3,Deposit,2023-04-11,Active,1102.7,35
3443,ACCT00003443,1254,3,Deposit,2023-06-08,Active,11525.4,35
3444,ACCT00003444,1255,3,Deposit,2019-03-03,Active,2821.26,40
3445,ACCT00003445,1255,7,Lending,2019-04-22,Active,8737.96,40
3446,ACCT00003446,1256,1,Deposit,2015-02-05,Active,13944.97,34
3447,ACCT00003447,1257,4,Deposit,2019-11-17,Active,11259.09,19
3448,ACCT00003448,1257,5,Deposit,2019-07-17,Active,3276.57,19
3449,ACCT00003449,1257,8,Lending,2019-07-12,Active,26662.81,19
3450,ACCT00003450,1258,1,Deposit,2024-12-21,Active,4067.21,30
3451,ACCT00003451,1258,5,Deposit,2024-10-25,Active,519.13,30
3452,ACCT00003452,1258,11,Lending,2024-12-09,Active,34504.96,30
3453,ACCT00003453,1259,1,Deposit,2016-03-03,Active,726.55,18
3454,ACCT00003454,1259,1,Deposit,2016-08-18,Active,4311.58,18
3455,ACCT00003455,1259,1,Deposit,2016-11-06,Active,2333.44,18
3456,ACCT00003456,1260,3,Deposit,2016-08-21,Active,5438.34,25
3457,ACCT00003457,1260,1,Deposit,2016-03-08,Active,19318.69,25
3458,ACCT00003458,1261,5,Deposit,2021-01-04,Active,11995.34,7
3459,ACCT00003459,1261,5,Deposit,2021-07-20,Active,4127.58,7
3460,ACCT00003460,1261,1,Deposit,2021-08-25,Closed,1445.34,7
3461,ACCT00003461,1262,5,Deposit,2022-10-07,Active,3759.27,6
3462,ACCT00003462,1262,5,Deposit,2022-02-24,Active,3623.35,6
3463,ACCT00003463,1262,5,Deposit,2022-07-19,Active,3991.52,6
3464,ACCT00003464,1262,11,Lending,2022-02-02,Active,36396.2,6
3465,ACCT00003465,1263,4,Deposit,2018-07-03,Active,2158.19,36
3466,ACCT00003466,1263,2,Deposit,2018-01-16,Active,3366.43,36
3467,ACCT00003467,1264,4,Deposit,2015-09-03,Active,15787.39,20
3468,ACCT00003468,1264,5,Deposit,2015-07-11,Active,7674.57,20
3469,ACCT00003469,1264,3,Deposit,2015-06-11,Active,8978.0,20
3470,ACCT00003470,1264,1,Deposit,2015-03-21,Active,2083.95,20
3471,ACCT00003471,1264,12,Lending,2015-07-25,Active,34481.42,20
3472,ACCT00003472,1265,4,Deposit,2022-10-27,Active,25812.65,11
3473,ACCT00003473,1265,3,Deposit,2022-03-04,Active,3408.23,11
3474,ACCT00003474,1266,3,Deposit,2020-08-20,Active,24072.9,23
3475,ACCT00003475,1266,2,Deposit,2020-01-01,Active,2803.78,23
3476,ACCT00003476,1267,1,Deposit,2018-07-21,Active,11642.76,4
3477,ACCT00003477,1267,2,Deposit,2018-10-03,Active,19723.02,4
3478,ACCT00003478,1267,1,Deposit,2018-10-09,Active,66908.97,4
3479,ACCT00003479,1267,4,Deposit,2018-08-04,Active,17823.89,4
3480,ACCT00003480,1267,7,Lending,2018-11-06,Active,384595.11,4
3481,ACCT00003481,1267,7,Lending,2018-03-19,Active,27403.74,4
3482,ACCT00003482,1268,3,Deposit,2021-10-26,Active,1961.56,18
3483,ACCT00003483,1268,1,Deposit,2021-03-25,Active,4630.75,18
3484,ACCT00003484,1268,8,Lending,2021-12-19,Active,91630.81,18
3485,ACCT00003485,1269,4,Deposit,2017-05-06,Active,9458.65,9
3486,ACCT00003486,1269,4,Deposit,2017-04-23,Active,6091.86,9
3487,ACCT00003487,1269,2,Deposit,2017-05-08,Active,8244.1,9
3488,ACCT00003488,1270,1,Deposit,2021-12-12,Active,701.08,40
3489,ACCT00003489,1270,3,Deposit,2021-12-04,Active,8158.76,40
3490,ACCT00003490,1270,3,Deposit,2021-06-14,Active,3060.91,40
3491,ACCT00003491,1270,12,Lending,2021-11-15,Active,19100.39,40
3492,ACCT00003492,1271,2,Deposit,2021-11-23,Active,2192.55,10
3493,ACCT00003493,1271,1,Deposit,2021-06-09,Active,1393.76,10
3494,ACCT00003494,1271,8,Lending,2021-06-15,Dormant,13571.53,10
3495,ACCT00003495,1272,3,Deposit,2019-04-07,Active,3479.25,29
3496,ACCT00003496,1272,4,Deposit,2019-07-02,Active,24088.33,29
3497,ACCT00003497,1272,3,Deposit,2019-10-16,Active,18398.19,29
3498,ACCT00003498,1272,8,Lending,2019-09-22,Active,45463.46,29
3499,ACCT00003499,1273,1,Deposit,2017-09-25,Active,2841.52,9
3500,ACCT00003500,1273,2,Deposit,2017-01-22,Dormant,22707.76,9
3501,ACCT00003501,1274,1,Deposit,2023-12-24,Active,6155.49,9
3502,ACCT00003502,1274,3,Deposit,2023-02-27,Active,7799.09,9
3503,ACCT00003503,1275,3,Deposit,2023-04-25,Active,2070.11,10
3504,ACCT00003504,1275,2,Deposit,2023-11-18,Active,2520.07,10
3505,ACCT00003505,1276,2,Deposit,2017-06-25,Active,4288.78,36
3506,ACCT00003506,1276,1,Deposit,2017-01-24,Dormant,3077.31,36
3507,ACCT00003507,1277,2,Deposit,2016-11-05,Active,22539.44,10
3508,ACCT00003508,1277,1,Deposit,2016-12-16,Active,7259.66,10
3509,ACCT00003509,1277,10,Lending,2016-12-08,Active,22076.25,10
3510,ACCT00003510,1278,3,Deposit,2020-04-09,Active,1165.47,20
3511,ACCT00003511,1278,2,Deposit,2020-03-22,Active,4067.53,20
3512,ACCT00003512,1279,3,Deposit,2019-10-10,Active,868.62,7
3513,ACCT00003513,1279,2,Deposit,2019-02-03,Active,981.34,7
3514,ACCT00003514,1280,1,Deposit,2017-04-15,Active,4694.17,40
3515,ACCT00003515,1280,2,Deposit,2017-12-18,Active,2208.13,40
3516,ACCT00003516,1281,2,Deposit,2024-02-22,Active,18346.39,15
3517,ACCT00003517,1281,1,Deposit,2024-09-27,Active,2818.25,15
3518,ACCT00003518,1281,10,Lending,2024-05-12,Active,19448.52,15
3519,ACCT00003519,1282,1,Deposit,2018-03-12,Active,44711.07,2
3520,ACCT00003520,1282,4,Deposit,2018-02-22,Active,2011.51,2
3521,ACCT00003521,1283,3,Deposit,2016-10-02,Active,26442.43,9
3522,ACCT00003522,1283,1,Deposit,2016-04-04,Active,2544.16,9
3523,ACCT00003523,1283,5,Deposit,2016-03-02,Active,7680.21,9
3524,ACCT00003524,1284,4,Deposit,2024-02-09,Dormant,14846.31,24
3525,ACCT00003525,1284,1,Deposit,2024-02-06,Active,14596.21,24
3526,ACCT00003526,1285,1,Deposit,2021-12-06,Active,4786.07,9
3527,ACCT00003527,1285,3,Deposit,2021-04-14,Active,11887.18,9
3528,ACCT00003528,1285,3,Deposit,2021-09-08,Active,6311.42,9
3529,ACCT00003529,1286,3,Deposit,2018-01-01,Active,7678.37,27
3530,ACCT00003530,1286,3,Deposit,2018-09-09,Active,5708.25,27
3531,ACCT00003531,1286,7,Lending,2018-02-05,Active,12020.31,27
3532,ACCT00003532,1287,3,Deposit,2019-12-02,Active,995.61,13
3533,ACCT00003533,1287,5,Deposit,2019-11-23,Active,2377.73,13
3534,ACCT00003534,1288,5,Deposit,2016-02-15,Active,585.59,40
3535,ACCT00003535,1288,10,Lending,2016-12-07,Active,90078.64,40
3536,ACCT00003536,1288,6,Lending,2016-07-08,Active,12192.43,40
3537,ACCT00003537,1289,1,Deposit,2020-11-18,Active,596.35,28
3538,ACCT00003538,1290,2,Deposit,2015-03-20,Active,1655.92,25
3539,ACCT00003539,1290,11,Lending,2015-11-11,Active,106108.42,25
3540,ACCT00003540,1291,2,Deposit,2021-02-08,Active,2777.13,37
3541,ACCT00003541,1291,1,Deposit,2021-05-07,Active,2559.07,37
3542,ACCT00003542,1292,4,Deposit,2023-12-10,Active,4205.96,3
3543,ACCT00003543,1292,5,Deposit,2023-12-01,Active,5198.16,3
3544,ACCT00003544,1292,6,Lending,2023-12-09,Active,50708.29,3
3545,ACCT00003545,1293,5,Deposit,2016-12-11,Active,6246.62,3
3546,ACCT00003546,1293,5,Deposit,2016-12-16,Active,9436.59,3
3547,ACCT00003547,1293,1,Deposit,2016-06-27,Active,1372.35,3
3548,ACCT00003548,1293,5,Deposit,2016-02-08,Active,1376.16,3
3549,ACCT00003549,1294,4,Deposit,2023-12-12,Active,23895.28,3
3550,ACCT00003550,1294,1,Deposit,2023-06-01,Active,995.62,3
3551,ACCT00003551,1294,9,Lending,2023-10-04,Active,30032.23,3
3552,ACCT00003552,1295,3,Deposit,2021-01-25,Active,3198.47,4
3553,ACCT00003553,1295,5,Deposit,2021-06-27,Active,397.77,4
3554,ACCT00003554,1295,2,Deposit,2021-11-07,Active,37380.71,4
3555,ACCT00003555,1295,1,Deposit,2021-06-24,Active,5401.67,4
3556,ACCT00003556,1296,4,Deposit,2019-08-17,Active,854.02,20
3557,ACCT00003557,1296,1,Deposit,2019-03-22,Dormant,14519.1,20
3558,ACCT00003558,1297,2,Deposit,2022-08-09,Active,15410.91,19
3559,ACCT00003559,1297,1,Deposit,2022-08-12,Dormant,5835.41,19
3560,ACCT00003560,1298,1,Deposit,2015-08-21,Active,8444.73,10
3561,ACCT00003561,1298,3,Deposit,2015-08-25,Active,1446.66,10
3562,ACCT00003562,1298,3,Deposit,2015-03-18,Active,24583.46,10
3563,ACCT00003563,1298,1,Deposit,2015-01-21,Active,10879.44,10
3564,ACCT00003564,1298,12,Lending,2015-10-05,Active,12482.14,10
3565,ACCT00003565,1299,4,Deposit,2022-02-15,Active,3093.75,33
3566,ACCT00003566,1299,1,Deposit,2022-05-12,Dormant,5634.45,33
3567,ACCT00003567,1300,3,Deposit,2017-12-18,Active,5219.44,35
3568,ACCT00003568,1300,1,Deposit,2017-03-01,Active,6190.87,35
3569,ACCT00003569,1301,4,Deposit,2021-07-04,Active,11281.28,29
3570,ACCT00003570,1301,5,Deposit,2021-10-15,Active,36164.3,29
3571,ACCT00003571,1302,2,Deposit,2017-03-23,Active,3489.64,13
3572,ACCT00003572,1302,9,Lending,2017-01-18,Active,7761.78,13
3573,ACCT00003573,1303,1,Deposit,2016-07-20,Active,5711.63,11
3574,ACCT00003574,1303,2,Deposit,2016-05-08,Active,790.95,11
3575,ACCT00003575,1303,12,Lending,2016-06-09,Active,4276.68,11
3576,ACCT00003576,1304,5,Deposit,2016-07-22,Active,2549.1,29
3577,ACCT00003577,1304,2,Deposit,2016-01-10,Active,1511.76,29
3578,ACCT00003578,1304,2,Deposit,2016-03-24,Active,3709.63,29
3579,ACCT00003579,1305,3,Deposit,2016-08-18,Closed,4314.18,25
3580,ACCT00003580,1306,5,Deposit,2024-07-15,Active,22095.97,36
3581,ACCT00003581,1306,1,Deposit,2024-12-13,Closed,4584.24,36
3582,ACCT00003582,1306,1,Deposit,2024-06-06,Active,8388.18,36
3583,ACCT00003583,1306,3,Deposit,2024-09-07,Active,11028.66,36
3584,ACCT00003584,1307,1,Deposit,2015-10-08,Active,9697.42,22
3585,ACCT00003585,1307,3,Deposit,2015-10-17,Active,17664.91,22
3586,ACCT00003586,1307,7,Lending,2015-05-15,Active,206001.72,22
3587,ACCT00003587,1308,4,Deposit,2017-10-02,Active,11853.54,12
3588,ACCT00003588,1308,5,Deposit,2017-03-26,Active,776.79,12
3589,ACCT00003589,1308,3,Deposit,2017-07-20,Active,4348.98,12
3590,ACCT00003590,1308,12,Lending,2017-05-07,Active,18255.92,12
3591,ACCT00003591,1309,4,Deposit,2021-12-18,Active,1348.4,29
3592,ACCT00003592,1309,2,Deposit,2021-05-10,Active,7912.95,29
3593,ACCT00003593,1309,6,Lending,2021-02-25,Active,21162.27,29
3594,ACCT00003594,1310,2,Deposit,2017-12-08,Active,4780.9,13
3595,ACCT00003595,1310,3,Deposit,2017-09-09,Active,17593.13,13
3596,ACCT00003596,1310,2,Deposit,2017-06-15,Dormant,5020.23,13
3597,ACCT00003597,1310,2,Deposit,2017-11-23,Active,4310.96,13
3598,ACCT00003598,1311,4,Deposit,2024-04-10,Active,2465.01,1
3599,ACCT00003599,1311,4,Deposit,2024-09-17,Dormant,9145.66,1
3600,ACCT00003600,1312,5,Deposit,2022-05-05,Active,943.93,1
3601,ACCT00003601,1312,2,Deposit,2022-05-25,Active,1598.21,1
3602,ACCT00003602,1313,3,Deposit,2022-09-17,Active,48472.19,38
3603,ACCT00003603,1313,2,Deposit,2022-02-13,Active,11746.51,38
3604,ACCT00003604,1313,4,Deposit,2022-03-16,Active,179.38,38
3605,ACCT00003605,1314,3,Deposit,2022-11-25,Active,368.86,6
3606,ACCT00003606,1314,1,Deposit,2022-07-22,Active,2067.13,6
3607,ACCT00003607,1315,1,Deposit,2024-06-16,Active,15701.58,36
3608,ACCT00003608,1315,5,Deposit,2024-10-04,Active,4815.83,36
3609,ACCT00003609,1316,1,Deposit,2024-09-14,Active,32661.53,14
3610,ACCT00003610,1316,1,Deposit,2024-05-16,Active,3382.6,14
3611,ACCT00003611,1316,2,Deposit,2024-05-15,Active,2602.2,14
3612,ACCT00003612,1316,1,Deposit,2024-12-26,Active,3059.71,14
3613,ACCT00003613,1317,3,Deposit,2017-06-10,Active,2377.41,23
3614,ACCT00003614,1317,3,Deposit,2017-06-12,Active,10797.22,23
3615,ACCT00003615,1317,9,Lending,2017-12-22,Dormant,11105.81,23
3616,ACCT00003616,1318,3,Deposit,2017-05-16,Active,20168.82,37
3617,ACCT00003617,1318,3,Deposit,2017-03-23,Active,15364.12,37
3618,ACCT00003618,1319,5,Deposit,2019-09-07,Dormant,2266.69,4
3619,ACCT00003619,1319,2,Deposit,2019-08-26,Active,3380.39,4
3620,ACCT00003620,1320,4,Deposit,2021-08-26,Active,3423.18,19
3621,ACCT00003621,1320,2,Deposit,2021-05-08,Active,5292.06,19
3622,ACCT00003622,1320,1,Deposit,2021-07-21,Active,826.75,19
3623,ACCT00003623,1321,5,Deposit,2024-05-12,Active,2093.81,12
3624,ACCT00003624,1321,2,Deposit,2024-08-09,Active,911.29,12
3625,ACCT00003625,1322,5,Deposit,2024-11-06,Active,10986.26,6
3626,ACCT00003626,1322,4,Deposit,2024-06-23,Active,6693.02,6
3627,ACCT00003627,1322,5,Deposit,2024-11-11,Active,4853.71,6
3628,ACCT00003628,1323,5,Deposit,2020-02-27,Dormant,8301.11,5
3629,ACCT00003629,1323,2,Deposit,2020-02-03,Active,1142.9,5
3630,ACCT00003630,1323,10,Lending,2020-07-04,Active,39760.41,5
3631,ACCT00003631,1324,1,Deposit,2023-03-22,Active,28911.41,31
3632,ACCT00003632,1324,4,Deposit,2023-10-15,Active,3620.59,31
3633,ACCT00003633,1324,10,Lending,2023-01-08,Active,29328.69,31
3634,ACCT00003634,1325,4,Deposit,2016-11-20,Active,1502.62,22
3635,ACCT00003635,1325,10,Lending,2016-03-23,Active,30460.89,22
3636,ACCT00003636,1326,1,Deposit,2021-08-09,Active,2271.44,14
3637,ACCT00003637,1326,11,Lending,2021-06-09,Active,15613.81,14
3638,ACCT00003638,1327,2,Deposit,2015-10-11,Active,8752.83,34
3639,ACCT00003639,1327,1,Deposit,2015-02-14,Active,22868.68,34
3640,ACCT00003640,1327,2,Deposit,2015-04-25,Active,3657.64,34
3641,ACCT00003641,1327,8,Lending,2015-08-10,Active,8621.95,34
3642,ACCT00003642,1327,7,Lending,2015-03-23,Active,21671.97,34
3643,ACCT00003643,1328,2,Deposit,2022-04-01,Active,1993.08,39
3644,ACCT00003644,1328,2,Deposit,2022-09-05,Active,1478.52,39
3645,ACCT00003645,1329,3,Deposit,2021-12-21,Active,16261.36,17
3646,ACCT00003646,1329,2,Deposit,2021-01-21,Active,12406.46,17
3647,ACCT00003647,1330,2,Deposit,2024-03-16,Active,17999.61,9
3648,ACCT00003648,1330,5,Deposit,2024-11-27,Active,722.29,9
3649,ACCT00003649,1330,3,Deposit,2024-05-25,Active,1677.36,9
3650,ACCT00003650,1331,1,Deposit,2024-11-06,Active,2833.4,32
3651,ACCT00003651,1331,1,Deposit,2024-05-19,Active,6501.06,32
3652,ACCT00003652,1332,3,Deposit,2017-11-08,Active,2201.08,19
3653,ACCT00003653,1332,2,Deposit,2017-08-14,Active,2151.14,19
3654,ACCT00003654,1333,3,Deposit,2015-11-22,Dormant,24610.29,30
3655,ACCT00003655,1334,1,Deposit,2018-12-26,Dormant,2006.51,27
3656,ACCT00003656,1334,1,Deposit,2018-05-07,Active,11691.91,27
3657,ACCT00003657,1334,5,Deposit,2018-09-11,Closed,30361.54,27
3658,ACCT00003658,1334,7,Lending,2018-06-12,Active,2682.0,27
3659,ACCT00003659,1334,12,Lending,2018-09-13,Active,47839.8,27
3660,ACCT00003660,1335,5,Deposit,2015-05-15,Active,37359.62,36
3661,ACCT00003661,1335,2,Deposit,2015-11-08,Closed,1717.03,36
3662,ACCT00003662,1336,2,Deposit,2015-03-03,Active,3258.27,19
3663,ACCT00003663,1336,4,Deposit,2015-10-04,Active,5307.91,19
3664,ACCT00003664,1336,2,Deposit,2015-04-16,Active,9159.87,19
3665,ACCT00003665,1336,7,Lending,2015-03-01,Active,22617.0,19
3666,ACCT00003666,1336,7,Lending,2015-01-08,Dormant,21794.17,19
3667,ACCT00003667,1337,1,Deposit,2016-09-25,Active,2204.7,33
3668,ACCT00003668,1337,3,Deposit,2016-03-10,Active,444.63,33
3669,ACCT00003669,1338,4,Deposit,2020-09-22,Active,4853.71,8
3670,ACCT00003670,1338,2,Deposit,2020-02-16,Active,2111.18,8
3671,ACCT00003671,1339,2,Deposit,2020-03-09,Dormant,10842.15,37
3672,ACCT00003672,1339,2,Deposit,2020-06-26,Active,6854.11,37
3673,ACCT00003673,1339,12,Lending,2020-09-07,Active,28237.43,37
3674,ACCT00003674,1340,5,Deposit,2015-12-14,Active,5500.45,22
3675,ACCT00003675,1340,5,Deposit,2015-01-02,Active,21223.2,22
3676,ACCT00003676,1340,3,Deposit,2015-01-24,Active,1769.23,22
3677,ACCT00003677,1341,4,Deposit,2022-04-23,Active,17568.34,9
3678,ACCT00003678,1341,3,Deposit,2022-06-22,Active,5009.52,9
3679,ACCT00003679,1341,3,Deposit,2022-11-21,Active,3465.18,9
3680,ACCT00003680,1341,3,Deposit,2022-05-03,Active,3811.83,9
3681,ACCT00003681,1342,3,Deposit,2017-10-05,Active,1487.26,35
3682,ACCT00003682,1342,2,Deposit,2017-01-01,Active,1218.22,35
3683,ACCT00003683,1342,5,Deposit,2017-03-02,Active,12470.06,35
3684,ACCT00003684,1342,1,Deposit,2017-06-01,Active,1178.89,35
