DateKey,AccountKey,CustomerKey,ProductKey,BranchKey,EndingBalance,DaysPastDue,DelinquencyBucket,IsNonPerforming,RollStatus,CECLStage
20250701,1088,393,6,13,17022.64,0,Current,False,Cured,Stage 1 - Performing
20250801,1088,393,6,13,16810.02,0,Current,False,Stable,Stage 1 - Performing
20250901,1088,393,6,13,16551.27,30,30 DPD,False,Worsened,Stage 2 - SICR
20251001,1088,393,6,13,16236.47,30,30 DPD,False,Stable,Stage 2 - SICR
20251101,1088,393,6,13,15982.97,0,Current,False,Cured,Stage 1 - Performing
20251201,1088,393,6,13,15712.4,30,30 DPD,False,Worsened,Stage 2 - SICR
20260101,1088,393,6,13,15506.01,60,60 DPD,False,Worsened,Stage 2 - SICR
20260201,1088,393,6,13,15205.94,60,60 DPD,False,Stable,Stage 2 - SICR
20260301,1088,393,6,13,14939.62,60,60 DPD,False,Stable,Stage 2 - SICR
20260401,1088,393,6,13,14722.49,60,60 DPD,False,Stable,Stage 2 - SICR
20260501,1088,393,6,13,14517.3,60,60 DPD,False,Stable,Stage 2 - SICR
20260601,1088,393,6,13,14434.32,60,60 DPD,False,Stable,Stage 2 - SICR
20250101,1097,397,11,31,29509.35,0,Current,False,New,Stage 1 - Performing
20250201,1097,397,11,31,28998.03,0,Current,False,Stable,Stage 1 - Performing
20250301,1097,397,11,31,28740.14,0,Current,False,Stable,Stage 1 - Performing
20250401,1097,397,11,31,28387.49,0,Current,False,Stable,Stage 1 - Performing
20250501,1097,397,11,31,27962.31,0,Current,False,Stable,Stage 1 - Performing
20250601,1097,397,11,31,27745.55,0,Current,False,Stable,Stage 1 - Performing
20250701,1097,397,11,31,27329.71,0,Current,False,Stable,Stage 1 - Performing
20250801,1097,397,11,31,27006.31,0,Current,False,Stable,Stage 1 - Performing
20250901,1097,397,11,31,26557.14,0,Current,False,Stable,Stage 1 - Performing
20251001,1097,397,11,31,26251.14,0,Current,False,Stable,Stage 1 - Performing
20251101,1097,397,11,31,26061.33,0,Current,False,Stable,Stage 1 - Performing
20251201,1097,397,11,31,25739.62,0,Current,False,Stable,Stage 1 - Performing
20260101,1097,397,11,31,25520.14,0,Current,False,Stable,Stage 1 - Performing
20260201,1097,397,11,31,25279.96,0,Current,False,Stable,Stage 1 - Performing
20260301,1097,397,11,31,25100.08,0,Current,False,Stable,Stage 1 - Performing
20260401,1097,397,11,31,24619.58,0,Current,False,Stable,Stage 1 - Performing
20260501,1097,397,11,31,24134.18,0,Current,False,Stable,Stage 1 - Performing
20260601,1097,397,11,31,23794.12,0,Current,False,Stable,Stage 1 - Performing
20250101,1101,399,6,5,31899.13,0,Current,False,New,Stage 1 - Performing
20250201,1101,399,6,5,31449.21,30,30 DPD,False,Worsened,Stage 2 - SICR
20250301,1101,399,6,5,30965.09,30,30 DPD,False,Stable,Stage 2 - SICR
20250401,1101,399,6,5,30442.06,0,Current,False,Cured,Stage 1 - Performing
20250501,1101,399,6,5,29893.33,0,Current,False,Stable,Stage 1 - Performing
20250601,1101,399,6,5,29548.9,0,Current,False,Stable,Stage 1 - Performing
20250701,1101,399,6,5,29244.14,0,Current,False,Stable,Stage 1 - Performing
20250801,1101,399,6,5,29004.43,0,Current,False,Stable,Stage 1 - Performing
20250901,1101,399,6,5,28484.6,0,Current,False,Stable,Stage 1 - Performing
20251001,1101,399,6,5,28149.13,0,Current,False,Stable,Stage 1 - Performing
20251101,1101,399,6,5,27823.95,0,Current,False,Stable,Stage 1 - Performing
20251201,1101,399,6,5,27671.21,0,Current,False,Stable,Stage 1 - Performing
20260101,1101,399,6,5,27448.38,0,Current,False,Stable,Stage 1 - Performing
20260201,1101,399,6,5,27023.87,0,Current,False,Stable,Stage 1 - Performing
20260301,1101,399,6,5,26563.25,0,Current,False,Stable,Stage 1 - Performing
20260401,1101,399,6,5,26312.33,0,Current,False,Stable,Stage 1 - Performing
20260501,1101,399,6,5,25893.52,0,Current,False,Stable,Stage 1 - Performing
20260601,1101,399,6,5,25522.58,30,30 DPD,False,Worsened,Stage 2 - SICR
20250101,1104,400,6,23,17892.44,0,Current,False,New,Stage 1 - Performing
20250201,1104,400,6,23,17769.78,0,Current,False,Stable,Stage 1 - Performing
20250301,1104,400,6,23,17529.05,0,Current,False,Stable,Stage 1 - Performing
20250401,1104,400,6,23,17395.77,0,Current,False,Stable,Stage 1 - Performing
20250501,1104,400,6,23,17230.9,0,Current,False,Stable,Stage 1 - Performing
20250601,1104,400,6,23,16923.45,0,Current,False,Stable,Stage 1 - Performing
20250701,1104,400,6,23,16710.99,0,Current,False,Stable,Stage 1 - Performing
20250801,1104,400,6,23,16399.47,0,Current,False,Stable,Stage 1 - Performing
20250901,1104,400,6,23,16287.73,0,Current,False,Stable,Stage 1 - Performing
20251001,1104,400,6,23,16126.58,0,Current,False,Stable,Stage 1 - Performing
20251101,1104,400,6,23,15828.24,0,Current,False,Stable,Stage 1 - Performing
20251201,1104,400,6,23,15648.38,0,Current,False,Stable,Stage 1 - Performing
20260101,1104,400,6,23,15472.93,0,Current,False,Stable,Stage 1 - Performing
20260201,1104,400,6,23,15347.64,0,Current,False,Stable,Stage 1 - Performing
20260301,1104,400,6,23,15196.32,0,Current,False,Stable,Stage 1 - Performing
20260401,1104,400,6,23,14984.66,0,Current,False,Stable,Stage 1 - Performing
20260501,1104,400,6,23,14828.1,0,Current,False,Stable,Stage 1 - Performing
20260601,1104,400,6,23,14588.88,0,Current,False,Stable,Stage 1 - Performing
20250101,1109,402,7,8,38288.45,0,Current,False,New,Stage 1 - Performing
20250201,1109,402,7,8,38039.7,30,30 DPD,False,Worsened,Stage 2 - SICR
20250301,1109,402,7,8,37545.56,30,30 DPD,False,Stable,Stage 2 - SICR
20250401,1109,402,7,8,37329.69,30,30 DPD,False,Stable,Stage 2 - SICR
20250501,1109,402,7,8,36906.21,30,30 DPD,False,Stable,Stage 2 - SICR
20250601,1109,402,7,8,36335.97,0,Current,False,Cured,Stage 1 - Performing
20250701,1109,402,7,8,35859.63,0,Current,False,Stable,Stage 1 - Performing
20250801,1109,402,7,8,35493.63,0,Current,False,Stable,Stage 1 - Performing
20250901,1109,402,7,8,35145.05,0,Current,False,Stable,Stage 1 - Performing
20251001,1109,402,7,8,34791.43,0,Current,False,Stable,Stage 1 - Performing
20251101,1109,402,7,8,34318.94,0,Current,False,Stable,Stage 1 - Performing
20251201,1109,402,7,8,33697.99,0,Current,False,Stable,Stage 1 - Performing
20260101,1109,402,7,8,33518.58,0,Current,False,Stable,Stage 1 - Performing
20260201,1109,402,7,8,33060.08,0,Current,False,Stable,Stage 1 - Performing
20260301,1109,402,7,8,32533.98,0,Current,False,Stable,Stage 1 - Performing
20260401,1109,402,7,8,31990.41,0,Current,False,Stable,Stage 1 - Performing
20260501,1109,402,7,8,31457.72,0,Current,False,Stable,Stage 1 - Performing
20260601,1109,402,7,8,31155.31,0,Current,False,Stable,Stage 1 - Performing
20250101,1110,402,9,8,13267.94,0,Current,False,New,Stage 1 - Performing
20250201,1110,402,9,8,13006.66,0,Current,False,Stable,Stage 1 - Performing
20250301,1110,402,9,8,12875.7,0,Current,False,Stable,Stage 1 - Performing
20250401,1110,402,9,8,12661.88,0,Current,False,Stable,Stage 1 - Performing
20250501,1110,402,9,8,12540.81,0,Current,False,Stable,Stage 1 - Performing
20250601,1110,402,9,8,12467.55,0,Current,False,Stable,Stage 1 - Performing
20250701,1110,402,9,8,12268.06,0,Current,False,Stable,Stage 1 - Performing
20250801,1110,402,9,8,12134.1,0,Current,False,Stable,Stage 1 - Performing
20250901,1110,402,9,8,12012.87,0,Current,False,Stable,Stage 1 - Performing
20251001,1110,402,9,8,11852.5,0,Current,False,Stable,Stage 1 - Performing
20251101,1110,402,9,8,11699.5,0,Current,False,Stable,Stage 1 - Performing
20251201,1110,402,9,8,11557.15,0,Current,False,Stable,Stage 1 - Performing
20260101,1110,402,9,8,11444.33,0,Current,False,Stable,Stage 1 - Performing
20260201,1110,402,9,8,11287.55,0,Current,False,Stable,Stage 1 - Performing
20260301,1110,402,9,8,11137.38,30,30 DPD,False,Worsened,Stage 2 - SICR
20260401,1110,402,9,8,11008.98,30,30 DPD,False,Stable,Stage 2 - SICR
20260501,1110,402,9,8,10862.17,0,Current,False,Cured,Stage 1 - Performing
20260601,1110,402,9,8,10733.77,0,Current,False,Stable,Stage 1 - Performing
20250101,1113,403,12,11,75308.38,0,Current,False,New,Stage 1 - Performing
20250201,1113,403,12,11,74184.18,0,Current,False,Stable,Stage 1 - Performing
20250301,1113,403,12,11,73124.19,0,Current,False,Stable,Stage 1 - Performing
20250401,1113,403,12,11,71669.09,0,Current,False,Stable,Stage 1 - Performing
20250501,1113,403,12,11,70521.23,0,Current,False,Stable,Stage 1 - Performing
20250601,1113,403,12,11,69596.93,0,Current,False,Stable,Stage 1 - Performing
20250701,1113,403,12,11,68754.08,0,Current,False,Stable,Stage 1 - Performing
20250801,1113,403,12,11,67984.59,0,Current,False,Stable,Stage 1 - Performing
20250901,1113,403,12,11,67497.8,0,Current,False,Stable,Stage 1 - Performing
20251001,1113,403,12,11,66565.75,0,Current,False,Stable,Stage 1 - Performing
20251101,1113,403,12,11,65334.1,0,Current,False,Stable,Stage 1 - Performing
20251201,1113,403,12,11,64599.66,0,Current,False,Stable,Stage 1 - Performing
20260101,1113,403,12,11,63557.01,0,Current,False,Stable,Stage 1 - Performing
20260201,1113,403,12,11,62827.85,0,Current,False,Stable,Stage 1 - Performing
20260301,1113,403,12,11,61839.64,0,Current,False,Stable,Stage 1 - Performing
20260401,1113,403,12,11,61101.83,0,Current,False,Stable,Stage 1 - Performing
20260501,1113,403,12,11,59910.44,0,Current,False,Stable,Stage 1 - Performing
20260601,1113,403,12,11,58812.1,0,Current,False,Stable,Stage 1 - Performing
20250101,1119,405,11,36,13015.95,0,Current,False,New,Stage 1 - Performing
20250201,1119,405,11,36,12905.85,0,Current,False,Stable,Stage 1 - Performing
20250301,1119,405,11,36,12760.05,0,Current,False,Stable,Stage 1 - Performing
20250401,1119,405,11,36,12526.38,0,Current,False,Stable,Stage 1 - Performing
20250501,1119,405,11,36,12417.12,0,Current,False,Stable,Stage 1 - Performing
20250601,1119,405,11,36,12315.95,0,Current,False,Stable,Stage 1 - Performing
20250701,1119,405,11,36,12159.57,0,Current,False,Stable,Stage 1 - Performing
20250801,1119,405,11,36,12069.92,0,Current,False,Stable,Stage 1 - Performing
20250901,1119,405,11,36,11848.36,0,Current,False,Stable,Stage 1 - Performing
20251001,1119,405,11,36,11761.79,0,Current,False,Stable,Stage 1 - Performing
20251101,1119,405,11,36,11528.98,0,Current,False,Stable,Stage 1 - Performing
20251201,1119,405,11,36,11469.87,0,Current,False,Stable,Stage 1 - Performing
20260101,1119,405,11,36,11298.3,0,Current,False,Stable,Stage 1 - Performing
20260201,1119,405,11,36,11102.87,0,Current,False,Stable,Stage 1 - Performing
20260301,1119,405,11,36,11013.33,0,Current,False,Stable,Stage 1 - Performing
20260401,1119,405,11,36,10931.04,0,Current,False,Stable,Stage 1 - Performing
20260501,1119,405,11,36,10790.78,0,Current,False,Stable,Stage 1 - Performing
20260601,1119,405,11,36,10661.4,0,Current,False,Stable,Stage 1 - Performing
20250101,1124,406,12,40,68324.77,0,Current,False,New,Stage 1 - Performing
20250201,1124,406,12,40,67147.61,0,Current,False,Stable,Stage 1 - Performing
20250301,1124,406,12,40,66200.77,0,Current,False,Stable,Stage 1 - Performing
20250401,1124,406,12,40,65346.43,0,Current,False,Stable,Stage 1 - Performing
20250501,1124,406,12,40,64354.05,0,Current,False,Stable,Stage 1 - Performing
20250601,1124,406,12,40,63519.73,0,Current,False,Stable,Stage 1 - Performing
20250701,1124,406,12,40,62652.07,0,Current,False,Stable,Stage 1 - Performing
20250801,1124,406,12,40,62199.88,0,Current,False,Stable,Stage 1 - Performing
20250901,1124,406,12,40,61887.62,0,Current,False,Stable,Stage 1 - Performing
20251001,1124,406,12,40,60894.07,0,Current,False,Stable,Stage 1 - Performing
20251101,1124,406,12,40,60352.84,0,Current,False,Stable,Stage 1 - Performing
20251201,1124,406,12,40,59156.45,0,Current,False,Stable,Stage 1 - Performing
20260101,1124,406,12,40,58632.16,0,Current,False,Stable,Stage 1 - Performing
20260201,1124,406,12,40,57663.13,0,Current,False,Stable,Stage 1 - Performing
20260301,1124,406,12,40,57038.56,0,Current,False,Stable,Stage 1 - Performing
20260401,1124,406,12,40,56243.43,0,Current,False,Stable,Stage 1 - Performing
20260501,1124,406,12,40,55703.64,0,Current,False,Stable,Stage 1 - Performing
20260601,1124,406,12,40,55335.74,0,Current,False,Stable,Stage 1 - Performing
20250101,1134,410,8,17,22094.38,0,Current,False,New,Stage 1 - Performing
20250201,1134,410,8,17,21928.52,0,Current,False,Stable,Stage 1 - Performing
20250301,1134,410,8,17,21704.29,0,Current,False,Stable,Stage 1 - Performing
20250401,1134,410,8,17,21563.21,0,Current,False,Stable,Stage 1 - Performing
20250501,1134,410,8,17,21220.3,0,Current,False,Stable,Stage 1 - Performing
20250601,1134,410,8,17,20826.4,0,Current,False,Stable,Stage 1 - Performing
20250701,1134,410,8,17,20680.85,0,Current,False,Stable,Stage 1 - Performing
20250801,1134,410,8,17,20556.87,30,30 DPD,False,Worsened,Stage 2 - SICR
20250901,1134,410,8,17,20176.41,30,30 DPD,False,Stable,Stage 2 - SICR
20251001,1134,410,8,17,19841.35,30,30 DPD,False,Stable,Stage 2 - SICR
20251101,1134,410,8,17,19695.62,0,Current,False,Cured,Stage 1 - Performing
20251201,1134,410,8,17,19360.58,0,Current,False,Stable,Stage 1 - Performing
20260101,1134,410,8,17,18977.87,0,Current,False,Stable,Stage 1 - Performing
20260201,1134,410,8,17,18696.07,0,Current,False,Stable,Stage 1 - Performing
20260301,1134,410,8,17,18366.39,0,Current,False,Stable,Stage 1 - Performing
20260401,1134,410,8,17,18272.43,0,Current,False,Stable,Stage 1 - Performing
20260501,1134,410,8,17,17959.32,0,Current,False,Stable,Stage 1 - Performing
20260601,1134,410,8,17,17727.15,0,Current,False,Stable,Stage 1 - Performing
20250101,1141,412,12,20,38832.73,0,Current,False,New,Stage 1 - Performing
20250201,1141,412,12,20,38238.72,0,Current,False,Stable,Stage 1 - Performing
20250301,1141,412,12,20,37520.54,0,Current,False,Stable,Stage 1 - Performing
20250401,1141,412,12,20,37278.8,0,Current,False,Stable,Stage 1 - Performing
20250501,1141,412,12,20,36609.84,0,Current,False,Stable,Stage 1 - Performing
20250601,1141,412,12,20,36321.76,0,Current,False,Stable,Stage 1 - Performing
20250701,1141,412,12,20,36107.34,30,30 DPD,False,Worsened,Stage 2 - SICR
20250801,1141,412,12,20,35630.02,30,30 DPD,False,Stable,Stage 2 - SICR
20250901,1141,412,12,20,35025.09,30,30 DPD,False,Stable,Stage 2 - SICR
20251001,1141,412,12,20,34340.3,30,30 DPD,False,Stable,Stage 2 - SICR
20251101,1141,412,12,20,34049.58,30,30 DPD,False,Stable,Stage 2 - SICR
20251201,1141,412,12,20,33682.81,30,30 DPD,False,Stable,Stage 2 - SICR
20260101,1141,412,12,20,33333.24,0,Current,False,Cured,Stage 1 - Performing
20260201,1141,412,12,20,33099.05,0,Current,False,Stable,Stage 1 - Performing
20260301,1141,412,12,20,32772.05,0,Current,False,Stable,Stage 1 - Performing
20260401,1141,412,12,20,32335.68,0,Current,False,Stable,Stage 1 - Performing
20260501,1141,412,12,20,32072.75,0,Current,False,Stable,Stage 1 - Performing
20260601,1141,412,12,20,31866.38,30,30 DPD,False,Worsened,Stage 2 - SICR
20250101,1146,414,6,4,114261.55,0,Current,False,New,Stage 1 - Performing
20250201,1146,414,6,4,113061.64,0,Current,False,Stable,Stage 1 - Performing
20250301,1146,414,6,4,111734.04,0,Current,False,Stable,Stage 1 - Performing
20250401,1146,414,6,4,109810.7,0,Current,False,Stable,Stage 1 - Performing
20250501,1146,414,6,4,108785.87,0,Current,False,Stable,Stage 1 - Performing
20250601,1146,414,6,4,107960.69,0,Current,False,Stable,Stage 1 - Performing
20250701,1146,414,6,4,107400.65,0,Current,False,Stable,Stage 1 - Performing
20250801,1146,414,6,4,106767.19,0,Current,False,Stable,Stage 1 - Performing
20250901,1146,414,6,4,105182.97,0,Current,False,Stable,Stage 1 - Performing
20251001,1146,414,6,4,103330.19,0,Current,False,Stable,Stage 1 - Performing
20251101,1146,414,6,4,101469.18,0,Current,False,Stable,Stage 1 - Performing
20251201,1146,414,6,4,99486.05,0,Current,False,Stable,Stage 1 - Performing
20260101,1146,414,6,4,97650.86,0,Current,False,Stable,Stage 1 - Performing
20260201,1146,414,6,4,95874.89,0,Current,False,Stable,Stage 1 - Performing
20260301,1146,414,6,4,94030.72,0,Current,False,Stable,Stage 1 - Performing
20260401,1146,414,6,4,92575.41,0,Current,False,Stable,Stage 1 - Performing
20260501,1146,414,6,4,91985.78,0,Current,False,Stable,Stage 1 - Performing
20260601,1146,414,6,4,90449.01,0,Current,False,Stable,Stage 1 - Performing
20250101,1168,423,8,32,5864.64,0,Current,False,New,Stage 1 - Performing
20250201,1168,423,8,32,5807.17,0,Current,False,Stable,Stage 1 - Performing
20250301,1168,423,8,32,5719.51,0,Current,False,Stable,Stage 1 - Performing
20250401,1168,423,8,32,5673.28,0,Current,False,Stable,Stage 1 - Performing
20250501,1168,423,8,32,5581.86,0,Current,False,Stable,Stage 1 - Performing
20250601,1168,423,8,32,5498.39,0,Current,False,Stable,Stage 1 - Performing
20250701,1168,423,8,32,5465.01,0,Current,False,Stable,Stage 1 - Performing
20250801,1168,423,8,32,5411.6,0,Current,False,Stable,Stage 1 - Performing
20250901,1168,423,8,32,5345.48,0,Current,False,Stable,Stage 1 - Performing
20251001,1168,423,8,32,5251.63,0,Current,False,Stable,Stage 1 - Performing
20251101,1168,423,8,32,5160.5,0,Current,False,Stable,Stage 1 - Performing
20251201,1168,423,8,32,5109.45,0,Current,False,Stable,Stage 1 - Performing
20260101,1168,423,8,32,5083.15,0,Current,False,Stable,Stage 1 - Performing
20260201,1168,423,8,32,5053.52,0,Current,False,Stable,Stage 1 - Performing
20260301,1168,423,8,32,5020.64,0,Current,False,Stable,Stage 1 - Performing
20260401,1168,423,8,32,4935.01,0,Current,False,Stable,Stage 1 - Performing
20260501,1168,423,8,32,4886.19,30,30 DPD,False,Worsened,Stage 2 - SICR
20260601,1168,423,8,32,4795.27,30,30 DPD,False,Stable,Stage 2 - SICR
20250101,1189,431,11,36,24051.1,0,Current,False,New,Stage 1 - Performing
20250201,1189,431,11,36,23718.28,0,Current,False,Stable,Stage 1 - Performing
20250301,1189,431,11,36,23461.98,0,Current,False,Stable,Stage 1 - Performing
20250401,1189,431,11,36,23230.19,0,Current,False,Stable,Stage 1 - Performing
20250501,1189,431,11,36,22884.97,0,Current,False,Stable,Stage 1 - Performing
20250601,1189,431,11,36,22445.25,0,Current,False,Stable,Stage 1 - Performing
20250701,1189,431,11,36,22018.09,0,Current,False,Stable,Stage 1 - Performing
20250801,1189,431,11,36,21836.69,0,Current,False,Stable,Stage 1 - Performing
20250901,1189,431,11,36,21582.82,0,Current,False,Stable,Stage 1 - Performing
20251001,1189,431,11,36,21375.59,0,Current,False,Stable,Stage 1 - Performing
20251101,1189,431,11,36,21260.57,0,Current,False,Stable,Stage 1 - Performing
20251201,1189,431,11,36,20884.75,0,Current,False,Stable,Stage 1 - Performing
20260101,1189,431,11,36,20543.54,0,Current,False,Stable,Stage 1 - Performing
20260201,1189,431,11,36,20266.73,0,Current,False,Stable,Stage 1 - Performing
20260301,1189,431,11,36,20022.63,0,Current,False,Stable,Stage 1 - Performing
20260401,1189,431,11,36,19872.57,30,30 DPD,False,Worsened,Stage 2 - SICR
20260501,1189,431,11,36,19704.8,0,Current,False,Cured,Stage 1 - Performing
20260601,1189,431,11,36,19471.43,0,Current,False,Stable,Stage 1 - Performing
20250101,1194,433,11,22,112165.09,0,Current,False,New,Stage 1 - Performing
20250201,1194,433,11,22,110909.29,0,Current,False,Stable,Stage 1 - Performing
20250301,1194,433,11,22,109255.51,0,Current,False,Stable,Stage 1 - Performing
20250401,1194,433,11,22,108614.17,0,Current,False,Stable,Stage 1 - Performing
20250501,1194,433,11,22,106662.44,0,Current,False,Stable,Stage 1 - Performing
20250601,1194,433,11,22,105347.28,0,Current,False,Stable,Stage 1 - Performing
20250701,1194,433,11,22,103495.7,0,Current,False,Stable,Stage 1 - Performing
20250801,1194,433,11,22,102966.42,0,Current,False,Stable,Stage 1 - Performing
20250901,1194,433,11,22,101782.82,0,Current,False,Stable,Stage 1 - Performing
20251001,1194,433,11,22,100140.43,0,Current,False,Stable,Stage 1 - Performing
20251101,1194,433,11,22,99276.65,0,Current,False,Stable,Stage 1 - Performing
20251201,1194,433,11,22,98079.83,0,Current,False,Stable,Stage 1 - Performing
20260101,1194,433,11,22,96878.63,0,Current,False,Stable,Stage 1 - Performing
20260201,1194,433,11,22,95421.77,0,Current,False,Stable,Stage 1 - Performing
20260301,1194,433,11,22,94245.35,0,Current,False,Stable,Stage 1 - Performing
20260401,1194,433,11,22,93702.75,0,Current,False,Stable,Stage 1 - Performing
20260501,1194,433,11,22,92919.93,0,Current,False,Stable,Stage 1 - Performing
20260601,1194,433,11,22,91112.65,0,Current,False,Stable,Stage 1 - Performing
20250101,1207,439,11,20,53197.79,0,Current,False,New,Stage 1 - Performing
20250201,1207,439,11,20,52474.41,0,Current,False,Stable,Stage 1 - Performing
20250301,1207,439,11,20,51735.22,0,Current,False,Stable,Stage 1 - Performing
20250401,1207,439,11,20,51229.4,0,Current,False,Stable,Stage 1 - Performing
20250501,1207,439,11,20,50960.91,0,Current,False,Stable,Stage 1 - Performing
20250601,1207,439,11,20,50615.47,30,30 DPD,False,Worsened,Stage 2 - SICR
20250701,1207,439,11,20,50288.85,0,Current,False,Cured,Stage 1 - Performing
20250801,1207,439,11,20,49418.85,0,Current,False,Stable,Stage 1 - Performing
20250901,1207,439,11,20,48588.38,0,Current,False,Stable,Stage 1 - Performing
20251001,1207,439,11,20,48280.12,0,Current,False,Stable,Stage 1 - Performing
20251101,1207,439,11,20,47590.84,0,Current,False,Stable,Stage 1 - Performing
20251201,1207,439,11,20,47123.48,30,30 DPD,False,Worsened,Stage 2 - SICR
20260101,1207,439,11,20,46303.72,30,30 DPD,False,Stable,Stage 2 - SICR
20260201,1207,439,11,20,45385.41,60,60 DPD,False,Worsened,Stage 2 - SICR
20260301,1207,439,11,20,44646.51,60,60 DPD,False,Stable,Stage 2 - SICR
20260401,1207,439,11,20,44408.24,60,60 DPD,False,Stable,Stage 2 - SICR
20260501,1207,439,11,20,43963.43,30,30 DPD,False,Cured,Stage 2 - SICR
20260601,1207,439,11,20,43337.59,0,Current,False,Cured,Stage 1 - Performing
20250101,1213,441,12,2,8886.25,0,Current,False,New,Stage 1 - Performing
20250201,1213,441,12,2,8774.84,0,Current,False,Stable,Stage 1 - Performing
20250301,1213,441,12,2,8603.89,0,Current,False,Stable,Stage 1 - Performing
20250401,1213,441,12,2,8558.11,0,Current,False,Stable,Stage 1 - Performing
20250501,1213,441,12,2,8415.05,0,Current,False,Stable,Stage 1 - Performing
20250601,1213,441,12,2,8308.11,0,Current,False,Stable,Stage 1 - Performing
20250701,1213,441,12,2,8183.48,0,Current,False,Stable,Stage 1 - Performing
20250801,1213,441,12,2,8050.7,0,Current,False,Stable,Stage 1 - Performing
20250901,1213,441,12,2,7995.38,0,Current,False,Stable,Stage 1 - Performing
20251001,1213,441,12,2,7896.35,30,30 DPD,False,Worsened,Stage 2 - SICR
20251101,1213,441,12,2,7824.86,30,30 DPD,False,Stable,Stage 2 - SICR
20251201,1213,441,12,2,7693.58,30,30 DPD,False,Stable,Stage 2 - SICR
20260101,1213,441,12,2,7626.97,0,Current,False,Cured,Stage 1 - Performing
20260201,1213,441,12,2,7583.94,30,30 DPD,False,Worsened,Stage 2 - SICR
20260301,1213,441,12,2,7481.76,0,Current,False,Cured,Stage 1 - Performing
20260401,1213,441,12,2,7411.99,0,Current,False,Stable,Stage 1 - Performing
20260501,1213,441,12,2,7346.08,0,Current,False,Stable,Stage 1 - Performing
20260601,1213,441,12,2,7290.26,0,Current,False,Stable,Stage 1 - Performing
20250101,1216,442,7,27,134891.21,0,Current,False,New,Stage 1 - Performing
20250201,1216,442,7,27,132817.1,0,Current,False,Stable,Stage 1 - Performing
20250301,1216,442,7,27,130549.86,0,Current,False,Stable,Stage 1 - Performing
20250401,1216,442,7,27,128507.32,0,Current,False,Stable,Stage 1 - Performing
20250501,1216,442,7,27,126780.33,30,30 DPD,False,Worsened,Stage 2 - SICR
20250601,1216,442,7,27,125114.23,0,Current,False,Cured,Stage 1 - Performing
20250701,1216,442,7,27,123288.34,0,Current,False,Stable,Stage 1 - Performing
20250801,1216,442,7,27,121729.06,0,Current,False,Stable,Stage 1 - Performing
20250901,1216,442,7,27,120537.69,0,Current,False,Stable,Stage 1 - Performing
20251001,1216,442,7,27,119348.56,0,Current,False,Stable,Stage 1 - Performing
20251101,1216,442,7,27,118447.54,0,Current,False,Stable,Stage 1 - Performing
20251201,1216,442,7,27,117657.36,0,Current,False,Stable,Stage 1 - Performing
20260101,1216,442,7,27,116059.35,0,Current,False,Stable,Stage 1 - Performing
20260201,1216,442,7,27,114848.3,0,Current,False,Stable,Stage 1 - Performing
20260301,1216,442,7,27,113100.41,0,Current,False,Stable,Stage 1 - Performing
20260401,1216,442,7,27,111387.61,0,Current,False,Stable,Stage 1 - Performing
20260501,1216,442,7,27,109810.27,0,Current,False,Stable,Stage 1 - Performing
20260601,1216,442,7,27,108953.24,0,Current,False,Stable,Stage 1 - Performing
20250101,1226,445,8,38,16788.11,0,Current,False,New,Stage 1 - Performing
20250201,1226,445,8,38,16481.67,0,Current,False,Stable,Stage 1 - Performing
20250301,1226,445,8,38,16204.82,0,Current,False,Stable,Stage 1 - Performing
20250401,1226,445,8,38,15997.63,0,Current,False,Stable,Stage 1 - Performing
20250501,1226,445,8,38,15864.68,0,Current,False,Stable,Stage 1 - Performing
20250601,1226,445,8,38,15761.78,0,Current,False,Stable,Stage 1 - Performing
20250701,1226,445,8,38,15577.01,0,Current,False,Stable,Stage 1 - Performing
20250801,1226,445,8,38,15402.64,0,Current,False,Stable,Stage 1 - Performing
20250901,1226,445,8,38,15118.22,0,Current,False,Stable,Stage 1 - Performing
20251001,1226,445,8,38,14894.68,0,Current,False,Stable,Stage 1 - Performing
20251101,1226,445,8,38,14657.57,0,Current,False,Stable,Stage 1 - Performing
20251201,1226,445,8,38,14376.29,0,Current,False,Stable,Stage 1 - Performing
20260101,1226,445,8,38,14110.72,30,30 DPD,False,Worsened,Stage 2 - SICR
20260201,1226,445,8,38,13911.08,0,Current,False,Cured,Stage 1 - Performing
20260301,1226,445,8,38,13642.82,0,Current,False,Stable,Stage 1 - Performing
20260401,1226,445,8,38,13482.36,0,Current,False,Stable,Stage 1 - Performing
20260501,1226,445,8,38,13319.03,0,Current,False,Stable,Stage 1 - Performing
20260601,1226,445,8,38,13076.82,30,30 DPD,False,Worsened,Stage 2 - SICR
20250101,1230,446,9,40,88371.61,0,Current,False,New,Stage 1 - Performing
20250201,1230,446,9,40,87366.09,0,Current,False,Stable,Stage 1 - Performing
20250301,1230,446,9,40,86778.56,0,Current,False,Stable,Stage 1 - Performing
20250401,1230,446,9,40,86223.63,0,Current,False,Stable,Stage 1 - Performing
20250501,1230,446,9,40,85229.4,0,Current,False,Stable,Stage 1 - Performing
20250601,1230,446,9,40,84136.95,0,Current,False,Stable,Stage 1 - Performing
20250701,1230,446,9,40,83054.9,0,Current,False,Stable,Stage 1 - Performing
20250801,1230,446,9,40,82549.58,0,Current,False,Stable,Stage 1 - Performing
20250901,1230,446,9,40,81292.02,30,30 DPD,False,Worsened,Stage 2 - SICR
